"Name","Fund Type","Attribute Type","Attribute","Rating","NumCompanies","Avg % Return 3 yr"
"CBAYX - Calvert Balanced Portfolio Y","Balanced","Social","Sudan","--",1,4.78
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","C",1,3.17
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Environmental","Environment","C",1,3.17
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Environmental","Pollution/Toxics","C",1,3.17
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Governance","Board Issues","C",1,3.17
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Governance","Executive Pay","C",1,3.17
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Products","Alcohol","C",1,3.17
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Products","Animal Welfare","--",1,3.17
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Products","Defense/Weapons","C",1,3.17
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Products","Gambling","R",1,3.17
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Products","Tobacco","R",1,3.17
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Social","Community Development","P",1,3.17
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Social","Diversity & EEO","C",1,3.17
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Social","Human Rights","C",1,3.17
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Social","Labor Relations","C",1,3.17
"CBDIX - Calvert Bond Portfolio I","Bond (Fixed Inc)","Social","Sudan","X",1,3.17
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Environmental","Climate/Clean Technology","C",1,1.98
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Environmental","Environment","C",1,1.98
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Environmental","Pollution/Toxics","C",1,1.98
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Governance","Board Issues","C",1,1.98
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Governance","Executive Pay","C",1,1.98
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Products","Alcohol","R",1,1.98
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Products","Animal Welfare","R",1,1.98
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Products","Defense/Weapons","R",1,1.98
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Products","Gambling","R",1,1.98
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Products","Tobacco","R",1,1.98
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Social","Community Development","C",1,1.98
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Social","Diversity & EEO","C",1,1.98
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Social","Human Rights","C",1,1.98
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Social","Labor Relations","C",1,1.98
"CCACX - Calvert Capital Accumulation Fund C","Equity Mid-Sm Cap","Social","Sudan","--",1,1.98
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Environmental","Climate/Clean Technology","C",1,2.75
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Environmental","Environment","C",1,2.75
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Environmental","Pollution/Toxics","C",1,2.75
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Governance","Board Issues","C",1,2.75
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Governance","Executive Pay","C",1,2.75
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Products","Alcohol","R",1,2.75
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Products","Animal Welfare","R",1,2.75
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Products","Defense/Weapons","R",1,2.75
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Products","Gambling","R",1,2.75
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Products","Tobacco","R",1,2.75
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Social","Community Development","C",1,2.75
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Social","Diversity & EEO","C",1,2.75
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Social","Human Rights","C",1,2.75
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Social","Labor Relations","C",1,2.75
"CCAFX - Calvert Capital Accumulation Fund A","Equity Mid-Sm Cap","Social","Sudan","--",1,2.75
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Environmental","Climate/Clean Technology","C",1,3.00
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Environmental","Environment","C",1,3.00
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Environmental","Pollution/Toxics","C",1,3.00
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Governance","Board Issues","C",1,3.00
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Governance","Executive Pay","C",1,3.00
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Products","Alcohol","R",1,3.00
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Products","Animal Welfare","R",1,3.00
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Products","Defense/Weapons","R",1,3.00
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Products","Gambling","R",1,3.00
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Products","Tobacco","R",1,3.00
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Social","Community Development","C",1,3.00
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Social","Diversity & EEO","C",1,3.00
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Social","Human Rights","C",1,3.00
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Social","Labor Relations","C",1,3.00
"CCAYX - Calvert Capital Accumulation Fund Y","Equity Mid-Sm Cap","Social","Sudan","--",1,3.00
"CCLAX - Calvert Conservative Allocation Fund A","Equity Specialty","Environmental","Climate/Clean Technology","C",1,4.32
"CCLAX - Calvert Conservative Allocation Fund A","Equity Specialty","Environmental","Environment","C",1,4.32
"CCLAX - Calvert Conservative Allocation Fund A","Equity Specialty","Environmental","Pollution/Toxics","C",1,4.32
"CCLAX - Calvert Conservative Allocation Fund A","Equity Specialty","Governance","Board Issues","C",1,4.32
"CCLAX - Calvert Conservative Allocation Fund A","Equity Specialty","Governance","Executive Pay","C",1,4.32
"CCLAX - Calvert Conservative Allocation Fund A","Equity Specialty","Products","Alcohol","R",1,4.32
"CCLAX - Calvert Conservative Allocation Fund A","Equity Specialty","Products","Animal Welfare","R",1,4.32
"CCLAX - Calvert Conservative Allocation Fund A","Equity Specialty","Products","Defense/Weapons","R",1,4.32
"CCLAX - Calvert Conservative Allocation Fund A","Equity Specialty","Products","Gambling","R",1,4.32
"CCLAX - Calvert Conservative Allocation Fund A","Equity Specialty","Products","Tobacco","R",1,4.32
"CCLAX - Calvert Conservative Allocation Fund A","Equity Specialty","Social","Community Development","C",1,4.32
"CCLAX - Calvert Conservative Allocation Fund A","Equity Specialty","Social","Diversity & EEO","C",1,4.32
"CCLAX - Calvert Conservative Allocation Fund A","Equity Specialty","Social","Human Rights","C",1,4.32
"CCLAX - Calvert Conservative Allocation Fund A","Equity Specialty","Social","Labor Relations","C",1,4.32
"CCLAX - Calvert Conservative Allocation Fund A","Equity Specialty","Social","Sudan","--",1,4.32
"CCMNX - CCM Alternative Income Fund","Balanced","Environmental","Climate/Clean Technology","C",1,1.38
"CCMNX - CCM Alternative Income Fund","Balanced","Environmental","Environment","C",1,1.38
"CCMNX - CCM Alternative Income Fund","Balanced","Environmental","Pollution/Toxics","C",1,1.38
"CCMNX - CCM Alternative Income Fund","Balanced","Governance","Board Issues","C",1,1.38
"CCMNX - CCM Alternative Income Fund","Balanced","Governance","Executive Pay","C",1,1.38
"CCMNX - CCM Alternative Income Fund","Balanced","Products","Alcohol","C",1,1.38
"CCMNX - CCM Alternative Income Fund","Balanced","Products","Animal Welfare","C",1,1.38
"CCMNX - CCM Alternative Income Fund","Balanced","Products","Defense/Weapons","C",1,1.38
"CCMNX - CCM Alternative Income Fund","Balanced","Products","Gambling","C",1,1.38
"CCMNX - CCM Alternative Income Fund","Balanced","Products","Tobacco","C",1,1.38
"CCMNX - CCM Alternative Income Fund","Balanced","Social","Community Development","C",1,1.38
"CCMNX - CCM Alternative Income Fund","Balanced","Social","Diversity & EEO","C",1,1.38
"CCMNX - CCM Alternative Income Fund","Balanced","Social","Human Rights","C",1,1.38
"CCMNX - CCM Alternative Income Fund","Balanced","Social","Labor Relations","C",1,1.38
"CCMNX - CCM Alternative Income Fund","Balanced","Social","Sudan","C",1,1.38
"CCPIX - Calvert Capital Accumulation Fund I","Equity Mid-Sm Cap","Environmental","Climate/Clean Technology","C",1,3.25
"CCPIX - Calvert Capital Accumulation Fund I","Equity Mid-Sm Cap","Environmental","Environment","C",1,3.25
"CCPIX - Calvert Capital Accumulation Fund I","Equity Mid-Sm Cap","Environmental","Pollution/Toxics","C",1,3.25
"CCPIX - Calvert Capital Accumulation Fund I","Equity Mid-Sm Cap","Governance","Board Issues","C",1,3.25
"CCPIX - Calvert Capital Accumulation Fund I","Equity Mid-Sm Cap","Governance","Executive Pay","C",1,3.25
"CCPIX - Calvert Capital Accumulation Fund I","Equity Mid-Sm Cap","Products","Alcohol","R",1,3.25
"CCPIX - Calvert Capital Accumulation Fund I","Equity Mid-Sm Cap","Products","Animal Welfare","R",1,3.25
"CCPIX - Calvert Capital Accumulation Fund I","Equity Mid-Sm Cap","Products","Defense/Weapons","R",1,3.25
"CCPIX - Calvert Capital Accumulation Fund I","Equity Mid-Sm Cap","Products","Gambling","R",1,3.25
"CCPIX - Calvert Capital Accumulation Fund I","Equity Mid-Sm Cap","Products","Tobacco","R",1,3.25
"CCPIX - Calvert Capital Accumulation Fund I","Equity Mid-Sm Cap","Social","Community Development","C",1,3.25
"CCPIX - Calvert Capital Accumulation Fund I","Equity Mid-Sm Cap","Social","Diversity & EEO","C",1,3.25
"CCPIX - Calvert Capital Accumulation Fund I","Equity Mid-Sm Cap","Social","Human Rights","C",1,3.25
"CCPIX - Calvert Capital Accumulation Fund I","Equity Mid-Sm Cap","Social","Labor Relations","C",1,3.25
"CCPIX - Calvert Capital Accumulation Fund I","Equity Mid-Sm Cap","Social","Sudan","--",1,3.25
"CCVAX - Calvert Small Cap Fund A","Equity Mid-sm Cap","Environmental","Climate/Clean Technology","C",1,8.71
"CCVAX - Calvert Small Cap Fund A","Equity Mid-sm Cap","Environmental","Environment","C",1,8.71
"CCVAX - Calvert Small Cap Fund A","Equity Mid-sm Cap","Environmental","Pollution/Toxics","C",1,8.71
"CCVAX - Calvert Small Cap Fund A","Equity Mid-sm Cap","Governance","Board Issues","C",1,8.71
"CCVAX - Calvert Small Cap Fund A","Equity Mid-sm Cap","Governance","Executive Pay","C",1,8.71
"CCVAX - Calvert Small Cap Fund A","Equity Mid-sm Cap","Products","Alcohol","R",1,8.71
"CCVAX - Calvert Small Cap Fund A","Equity Mid-sm Cap","Products","Animal Welfare","R",1,8.71
"CCVAX - Calvert Small Cap Fund A","Equity Mid-sm Cap","Products","Defense/Weapons","R",1,8.71
"CCVAX - Calvert Small Cap Fund A","Equity Mid-sm Cap","Products","Gambling","R",1,8.71
"CCVAX - Calvert Small Cap Fund A","Equity Mid-sm Cap","Products","Tobacco","R",1,8.71
"CCVAX - Calvert Small Cap Fund A","Equity Mid-sm Cap","Social","Community Development","C",1,8.71
"CCVAX - Calvert Small Cap Fund A","Equity Mid-sm Cap","Social","Diversity & EEO","C",1,8.71
"CCVAX - Calvert Small Cap Fund A","Equity Mid-sm Cap","Social","Human Rights","C",1,8.71
"CCVAX - Calvert Small Cap Fund A","Equity Mid-sm Cap","Social","Labor Relations","C",1,8.71
"CCVAX - Calvert Small Cap Fund A","Equity Mid-sm Cap","Social","Sudan","--",1,8.71
"CDICX - Calvert Short Duration Income Fund C","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","C",1,0.82
"CDICX - Calvert Short Duration Income Fund C","Bond (Fixed Inc)","Environmental","Environment","C",1,0.82
"CDICX - Calvert Short Duration Income Fund C","Bond (Fixed Inc)","Environmental","Pollution/Toxics","C",1,0.82
"CDICX - Calvert Short Duration Income Fund C","Bond (Fixed Inc)","Governance","Board Issues","C",1,0.82
"CDICX - Calvert Short Duration Income Fund C","Bond (Fixed Inc)","Governance","Executive Pay","C",1,0.82
"CDICX - Calvert Short Duration Income Fund C","Bond (Fixed Inc)","Products","Alcohol","R",1,0.82
"CDICX - Calvert Short Duration Income Fund C","Bond (Fixed Inc)","Products","Animal Welfare","R",1,0.82
"CDICX - Calvert Short Duration Income Fund C","Bond (Fixed Inc)","Products","Defense/Weapons","R",1,0.82
"CDICX - Calvert Short Duration Income Fund C","Bond (Fixed Inc)","Products","Gambling","R",1,0.82
"CDICX - Calvert Short Duration Income Fund C","Bond (Fixed Inc)","Products","Tobacco","R",1,0.82
"CDICX - Calvert Short Duration Income Fund C","Bond (Fixed Inc)","Social","Community Development","C",1,0.82
"CDICX - Calvert Short Duration Income Fund C","Bond (Fixed Inc)","Social","Diversity & EEO","C",1,0.82
"CDICX - Calvert Short Duration Income Fund C","Bond (Fixed Inc)","Social","Human Rights","C",1,0.82
"CDICX - Calvert Short Duration Income Fund C","Bond (Fixed Inc)","Social","Labor Relations","C",1,0.82
"CDICX - Calvert Short Duration Income Fund C","Bond (Fixed Inc)","Social","Sudan","--",1,0.82
"CDSIX - Calvert Short Duration Income Fund I","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","C",1,2.06
"CDSIX - Calvert Short Duration Income Fund I","Bond (Fixed Inc)","Environmental","Environment","C",1,2.06
"CDSIX - Calvert Short Duration Income Fund I","Bond (Fixed Inc)","Environmental","Pollution/Toxics","C",1,2.06
"CDSIX - Calvert Short Duration Income Fund I","Bond (Fixed Inc)","Governance","Board Issues","C",1,2.06
"CDSIX - Calvert Short Duration Income Fund I","Bond (Fixed Inc)","Governance","Executive Pay","C",1,2.06
"CDSIX - Calvert Short Duration Income Fund I","Bond (Fixed Inc)","Products","Alcohol","R",1,2.06
"CDSIX - Calvert Short Duration Income Fund I","Bond (Fixed Inc)","Products","Animal Welfare","R",1,2.06
"CDSIX - Calvert Short Duration Income Fund I","Bond (Fixed Inc)","Products","Defense/Weapons","R",1,2.06
"CDSIX - Calvert Short Duration Income Fund I","Bond (Fixed Inc)","Products","Gambling","R",1,2.06
"CDSIX - Calvert Short Duration Income Fund I","Bond (Fixed Inc)","Products","Tobacco","R",1,2.06
"CDSIX - Calvert Short Duration Income Fund I","Bond (Fixed Inc)","Social","Community Development","C",1,2.06
"CDSIX - Calvert Short Duration Income Fund I","Bond (Fixed Inc)","Social","Diversity & EEO","C",1,2.06
"CDSIX - Calvert Short Duration Income Fund I","Bond (Fixed Inc)","Social","Human Rights","C",1,2.06
"CDSIX - Calvert Short Duration Income Fund I","Bond (Fixed Inc)","Social","Labor Relations","C",1,2.06
"CDSIX - Calvert Short Duration Income Fund I","Bond (Fixed Inc)","Social","Sudan","--",1,2.06
"CEYIX - Calvert Equity Portfolio I","Equity Large Cap","Environmental","Climate/Clean Technology","C",1,9.32
"CEYIX - Calvert Equity Portfolio I","Equity Large Cap","Environmental","Environment","C",1,9.32
"CEYIX - Calvert Equity Portfolio I","Equity Large Cap","Environmental","Pollution/Toxics","C",1,9.32
"CEYIX - Calvert Equity Portfolio I","Equity Large Cap","Governance","Board Issues","C",1,9.32
"CEYIX - Calvert Equity Portfolio I","Equity Large Cap","Governance","Executive Pay","C",1,9.32
"CEYIX - Calvert Equity Portfolio I","Equity Large Cap","Products","Alcohol","R",1,9.32
"CEYIX - Calvert Equity Portfolio I","Equity Large Cap","Products","Animal Welfare","R",1,9.32
"CEYIX - Calvert Equity Portfolio I","Equity Large Cap","Products","Defense/Weapons","R",1,9.32
"CEYIX - Calvert Equity Portfolio I","Equity Large Cap","Products","Gambling","R",1,9.32
"CEYIX - Calvert Equity Portfolio I","Equity Large Cap","Products","Tobacco","R",1,9.32
"CEYIX - Calvert Equity Portfolio I","Equity Large Cap","Social","Community Development","C",1,9.32
"CEYIX - Calvert Equity Portfolio I","Equity Large Cap","Social","Diversity & EEO","C",1,9.32
"CEYIX - Calvert Equity Portfolio I","Equity Large Cap","Social","Human Rights","C",1,9.32
"CEYIX - Calvert Equity Portfolio I","Equity Large Cap","Social","Labor Relations","C",1,9.32
"CEYIX - Calvert Equity Portfolio I","Equity Large Cap","Social","Sudan","--",1,9.32
"CFICX - Calvert Income Fund A","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","C",1,2.96
"CFICX - Calvert Income Fund A","Bond (Fixed Inc)","Environmental","Environment","C",1,2.96
"CFICX - Calvert Income Fund A","Bond (Fixed Inc)","Environmental","Pollution/Toxics","C",1,2.96
"CFICX - Calvert Income Fund A","Bond (Fixed Inc)","Governance","Board Issues","C",1,2.96
"CFICX - Calvert Income Fund A","Bond (Fixed Inc)","Governance","Executive Pay","C",1,2.96
"CFICX - Calvert Income Fund A","Bond (Fixed Inc)","Products","Alcohol","R",1,2.96
"CFICX - Calvert Income Fund A","Bond (Fixed Inc)","Products","Animal Welfare","R",1,2.96
"CFICX - Calvert Income Fund A","Bond (Fixed Inc)","Products","Defense/Weapons","R",1,2.96
"CFICX - Calvert Income Fund A","Bond (Fixed Inc)","Products","Gambling","R",1,2.96
