"Name","Fund Type","Attribute Type","Attribute","Rating","Count","Avg % 3 yr","Avg % 1 yr","Avg % 5 yr","Avg % 10 yr","Mgmt Fee %","Exp Ratio %","AUM (US$ millions)"
"CGAEX - Calvert Global Energy Solutions Fund A","Int'l Global","Products","Animal Welfare","R",1,-2.90,15.09,7.22,-7.16,0.87,1.85,84.47
"CGAEX - Calvert Global Energy Solutions Fund A","Int'l Global","Products","Defense/Weapons","R",1,-2.90,15.09,7.22,-7.16,0.87,1.85,84.47
"CGAEX - Calvert Global Energy Solutions Fund A","Int'l Global","Products","Gambling","R",1,-2.90,15.09,7.22,-7.16,0.87,1.85,84.47
"CGAEX - Calvert Global Energy Solutions Fund A","Int'l Global","Products","Tobacco","R",1,-2.90,15.09,7.22,-7.16,0.87,1.85,84.47
"CGAEX - Calvert Global Energy Solutions Fund A","Int'l Global","Social","Community Development","C",1,-2.90,15.09,7.22,-7.16,0.87,1.85,84.47
"CGAEX - Calvert Global Energy Solutions Fund A","Int'l Global","Social","Diversity & EEO","C",1,-2.90,15.09,7.22,-7.16,0.87,1.85,84.47
"CGAEX - Calvert Global Energy Solutions Fund A","Int'l Global","Social","Human Rights","C",1,-2.90,15.09,7.22,-7.16,0.87,1.85,84.47
"CGAEX - Calvert Global Energy Solutions Fund A","Int'l Global","Social","Labor Relations","C",1,-2.90,15.09,7.22,-7.16,0.87,1.85,84.47
"CGAEX - Calvert Global Energy Solutions Fund A","Int'l Global","Social","Sudan","--",1,-2.90,15.09,7.22,-7.16,0.87,1.85,84.47
"CGAFX - Calvert Green Bond Fund A","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","C",1,2.54,1.32,0.00,0.00,0.42,0.88,94.93
"CGAFX - Calvert Green Bond Fund A","Bond (Fixed Inc)","Environmental","Environment","C",1,2.54,1.32,0.00,0.00,0.42,0.88,94.93
"CGAFX - Calvert Green Bond Fund A","Bond (Fixed Inc)","Environmental","Pollution/Toxics","C",1,2.54,1.32,0.00,0.00,0.42,0.88,94.93
"CGAFX - Calvert Green Bond Fund A","Bond (Fixed Inc)","Governance","Board Issues","C",1,2.54,1.32,0.00,0.00,0.42,0.88,94.93
"CGAFX - Calvert Green Bond Fund A","Bond (Fixed Inc)","Governance","Executive Pay","C",1,2.54,1.32,0.00,0.00,0.42,0.88,94.93
"CGAFX - Calvert Green Bond Fund A","Bond (Fixed Inc)","Products","Alcohol","R",1,2.54,1.32,0.00,0.00,0.42,0.88,94.93
"CGAFX - Calvert Green Bond Fund A","Bond (Fixed Inc)","Products","Animal Welfare","R",1,2.54,1.32,0.00,0.00,0.42,0.88,94.93
"CGAFX - Calvert Green Bond Fund A","Bond (Fixed Inc)","Products","Defense/Weapons","R",1,2.54,1.32,0.00,0.00,0.42,0.88,94.93
"CGAFX - Calvert Green Bond Fund A","Bond (Fixed Inc)","Products","Gambling","R",1,2.54,1.32,0.00,0.00,0.42,0.88,94.93
"CGAFX - Calvert Green Bond Fund A","Bond (Fixed Inc)","Products","Tobacco","R",1,2.54,1.32,0.00,0.00,0.42,0.88,94.93
"CGAFX - Calvert Green Bond Fund A","Bond (Fixed Inc)","Social","Community Development","C",1,2.54,1.32,0.00,0.00,0.42,0.88,94.93
"CGAFX - Calvert Green Bond Fund A","Bond (Fixed Inc)","Social","Diversity & EEO","C",1,2.54,1.32,0.00,0.00,0.42,0.88,94.93
"CGAFX - Calvert Green Bond Fund A","Bond (Fixed Inc)","Social","Human Rights","C",1,2.54,1.32,0.00,0.00,0.42,0.88,94.93
"CGAFX - Calvert Green Bond Fund A","Bond (Fixed Inc)","Social","Labor Relations","C",1,2.54,1.32,0.00,0.00,0.42,0.88,94.93
"CGAFX - Calvert Green Bond Fund A","Bond (Fixed Inc)","Social","Sudan","--",1,2.54,1.32,0.00,0.00,0.42,0.88,94.93
"CGAYX - Calvert Global Energy Solutions Fund Y","Int'l Global","Environmental","Climate/Clean Technology","C",1,-2.62,15.43,7.49,0.00,0.87,1.60,84.47
"CGAYX - Calvert Global Energy Solutions Fund Y","Int'l Global","Environmental","Environment","C",1,-2.62,15.43,7.49,0.00,0.87,1.60,84.47
"CGAYX - Calvert Global Energy Solutions Fund Y","Int'l Global","Environmental","Pollution/Toxics","C",1,-2.62,15.43,7.49,0.00,0.87,1.60,84.47
"CGAYX - Calvert Global Energy Solutions Fund Y","Int'l Global","Governance","Board Issues","C",1,-2.62,15.43,7.49,0.00,0.87,1.60,84.47
"CGAYX - Calvert Global Energy Solutions Fund Y","Int'l Global","Governance","Executive Pay","--",1,-2.62,15.43,7.49,0.00,0.87,1.60,84.47
"CGAYX - Calvert Global Energy Solutions Fund Y","Int'l Global","Products","Alcohol","R",1,-2.62,15.43,7.49,0.00,0.87,1.60,84.47
"CGAYX - Calvert Global Energy Solutions Fund Y","Int'l Global","Products","Animal Welfare","R",1,-2.62,15.43,7.49,0.00,0.87,1.60,84.47
"CGAYX - Calvert Global Energy Solutions Fund Y","Int'l Global","Products","Defense/Weapons","R",1,-2.62,15.43,7.49,0.00,0.87,1.60,84.47
"CGAYX - Calvert Global Energy Solutions Fund Y","Int'l Global","Products","Gambling","R",1,-2.62,15.43,7.49,0.00,0.87,1.60,84.47
"CGAYX - Calvert Global Energy Solutions Fund Y","Int'l Global","Products","Tobacco","R",1,-2.62,15.43,7.49,0.00,0.87,1.60,84.47
"CGAYX - Calvert Global Energy Solutions Fund Y","Int'l Global","Social","Community Development","C",1,-2.62,15.43,7.49,0.00,0.87,1.60,84.47
"CGAYX - Calvert Global Energy Solutions Fund Y","Int'l Global","Social","Diversity & EEO","C",1,-2.62,15.43,7.49,0.00,0.87,1.60,84.47
"CGAYX - Calvert Global Energy Solutions Fund Y","Int'l Global","Social","Human Rights","C",1,-2.62,15.43,7.49,0.00,0.87,1.60,84.47
"CGAYX - Calvert Global Energy Solutions Fund Y","Int'l Global","Social","Labor Relations","C",1,-2.62,15.43,7.49,0.00,0.87,1.60,84.47
"CGAYX - Calvert Global Energy Solutions Fund Y","Int'l Global","Social","Sudan","--",1,-2.62,15.43,7.49,0.00,0.87,1.60,84.47
"CGBIX - Calvert Green Bond Fund I","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","C",1,2.99,1.70,0.00,0.00,0.42,0.50,94.93
"CGBIX - Calvert Green Bond Fund I","Bond (Fixed Inc)","Environmental","Environment","C",1,2.99,1.70,0.00,0.00,0.42,0.50,94.93
"CGBIX - Calvert Green Bond Fund I","Bond (Fixed Inc)","Environmental","Pollution/Toxics","C",1,2.99,1.70,0.00,0.00,0.42,0.50,94.93
"CGBIX - Calvert Green Bond Fund I","Bond (Fixed Inc)","Governance","Board Issues","C",1,2.99,1.70,0.00,0.00,0.42,0.50,94.93
"CGBIX - Calvert Green Bond Fund I","Bond (Fixed Inc)","Governance","Executive Pay","C",1,2.99,1.70,0.00,0.00,0.42,0.50,94.93
"CGBIX - Calvert Green Bond Fund I","Bond (Fixed Inc)","Products","Alcohol","R",1,2.99,1.70,0.00,0.00,0.42,0.50,94.93
"CGBIX - Calvert Green Bond Fund I","Bond (Fixed Inc)","Products","Animal Welfare","R",1,2.99,1.70,0.00,0.00,0.42,0.50,94.93
"CGBIX - Calvert Green Bond Fund I","Bond (Fixed Inc)","Products","Defense/Weapons","R",1,2.99,1.70,0.00,0.00,0.42,0.50,94.93
"CGBIX - Calvert Green Bond Fund I","Bond (Fixed Inc)","Products","Gambling","R",1,2.99,1.70,0.00,0.00,0.42,0.50,94.93
"CGBIX - Calvert Green Bond Fund I","Bond (Fixed Inc)","Products","Tobacco","R",1,2.99,1.70,0.00,0.00,0.42,0.50,94.93
"CGBIX - Calvert Green Bond Fund I","Bond (Fixed Inc)","Social","Community Development","C",1,2.99,1.70,0.00,0.00,0.42,0.50,94.93
"CGBIX - Calvert Green Bond Fund I","Bond (Fixed Inc)","Social","Diversity & EEO","C",1,2.99,1.70,0.00,0.00,0.42,0.50,94.93
"CGBIX - Calvert Green Bond Fund I","Bond (Fixed Inc)","Social","Human Rights","C",1,2.99,1.70,0.00,0.00,0.42,0.50,94.93
"CGBIX - Calvert Green Bond Fund I","Bond (Fixed Inc)","Social","Labor Relations","C",1,2.99,1.70,0.00,0.00,0.42,0.50,94.93
"CGBIX - Calvert Green Bond Fund I","Bond (Fixed Inc)","Social","Sudan","--",1,2.99,1.70,0.00,0.00,0.42,0.50,94.93
"CGJAX - Calvert U.S. Large Cap Growth Responsible Index Fund A","Equity Large Cap","Environmental","Climate/Clean Technology","C",1,0.00,17.42,0.00,0.00,0.27,0.57,57.74
"CGJAX - Calvert U.S. Large Cap Growth Responsible Index Fund A","Equity Large Cap","Environmental","Environment","C",1,0.00,17.42,0.00,0.00,0.27,0.57,57.74
"CGJAX - Calvert U.S. Large Cap Growth Responsible Index Fund A","Equity Large Cap","Environmental","Pollution/Toxics","C",1,0.00,17.42,0.00,0.00,0.27,0.57,57.74
"CGJAX - Calvert U.S. Large Cap Growth Responsible Index Fund A","Equity Large Cap","Governance","Board Issues","C",1,0.00,17.42,0.00,0.00,0.27,0.57,57.74
"CGJAX - Calvert U.S. Large Cap Growth Responsible Index Fund A","Equity Large Cap","Governance","Executive Pay","C",1,0.00,17.42,0.00,0.00,0.27,0.57,57.74
"CGJAX - Calvert U.S. Large Cap Growth Responsible Index Fund A","Equity Large Cap","Products","Alcohol","R",1,0.00,17.42,0.00,0.00,0.27,0.57,57.74
"CGJAX - Calvert U.S. Large Cap Growth Responsible Index Fund A","Equity Large Cap","Products","Animal Welfare","R",1,0.00,17.42,0.00,0.00,0.27,0.57,57.74
"CGJAX - Calvert U.S. Large Cap Growth Responsible Index Fund A","Equity Large Cap","Products","Defense/Weapons","R",1,0.00,17.42,0.00,0.00,0.27,0.57,57.74
"CGJAX - Calvert U.S. Large Cap Growth Responsible Index Fund A","Equity Large Cap","Products","Gambling","R",1,0.00,17.42,0.00,0.00,0.27,0.57,57.74
"CGJAX - Calvert U.S. Large Cap Growth Responsible Index Fund A","Equity Large Cap","Products","Tobacco","R",1,0.00,17.42,0.00,0.00,0.27,0.57,57.74
"CGJAX - Calvert U.S. Large Cap Growth Responsible Index Fund A","Equity Large Cap","Social","Community Development","C",1,0.00,17.42,0.00,0.00,0.27,0.57,57.74
"CGJAX - Calvert U.S. Large Cap Growth Responsible Index Fund A","Equity Large Cap","Social","Diversity & EEO","C",1,0.00,17.42,0.00,0.00,0.27,0.57,57.74
"CGJAX - Calvert U.S. Large Cap Growth Responsible Index Fund A","Equity Large Cap","Social","Human Rights","C",1,0.00,17.42,0.00,0.00,0.27,0.57,57.74
"CGJAX - Calvert U.S. Large Cap Growth Responsible Index Fund A","Equity Large Cap","Social","Labor Relations","C",1,0.00,17.42,0.00,0.00,0.27,0.57,57.74
"CGJAX - Calvert U.S. Large Cap Growth Responsible Index Fund A","Equity Large Cap","Social","Sudan","--",1,0.00,17.42,0.00,0.00,0.27,0.57,57.74
"CGJCX - Calvert U.S. Large Cap Growth Responsible Index Fund C","Equity Large Cap","Environmental","Climate/Clean Technology","C",1,0.00,16.63,0.00,0.00,0.27,1.32,57.74
"CGJCX - Calvert U.S. Large Cap Growth Responsible Index Fund C","Equity Large Cap","Environmental","Environment","C",1,0.00,16.63,0.00,0.00,0.27,1.32,57.74
"CGJCX - Calvert U.S. Large Cap Growth Responsible Index Fund C","Equity Large Cap","Environmental","Pollution/Toxics","C",1,0.00,16.63,0.00,0.00,0.27,1.32,57.74
"CGJCX - Calvert U.S. Large Cap Growth Responsible Index Fund C","Equity Large Cap","Governance","Board Issues","C",1,0.00,16.63,0.00,0.00,0.27,1.32,57.74
"CGJCX - Calvert U.S. Large Cap Growth Responsible Index Fund C","Equity Large Cap","Governance","Executive Pay","C",1,0.00,16.63,0.00,0.00,0.27,1.32,57.74
"CGJCX - Calvert U.S. Large Cap Growth Responsible Index Fund C","Equity Large Cap","Products","Alcohol","R",1,0.00,16.63,0.00,0.00,0.27,1.32,57.74
"CGJCX - Calvert U.S. Large Cap Growth Responsible Index Fund C","Equity Large Cap","Products","Animal Welfare","R",1,0.00,16.63,0.00,0.00,0.27,1.32,57.74
"CGJCX - Calvert U.S. Large Cap Growth Responsible Index Fund C","Equity Large Cap","Products","Defense/Weapons","R",1,0.00,16.63,0.00,0.00,0.27,1.32,57.74
"CGJCX - Calvert U.S. Large Cap Growth Responsible Index Fund C","Equity Large Cap","Products","Gambling","R",1,0.00,16.63,0.00,0.00,0.27,1.32,57.74
"CGJCX - Calvert U.S. Large Cap Growth Responsible Index Fund C","Equity Large Cap","Products","Tobacco","R",1,0.00,16.63,0.00,0.00,0.27,1.32,57.74
"CGJCX - Calvert U.S. Large Cap Growth Responsible Index Fund C","Equity Large Cap","Social","Community Development","C",1,0.00,16.63,0.00,0.00,0.27,1.32,57.74
"CGJCX - Calvert U.S. Large Cap Growth Responsible Index Fund C","Equity Large Cap","Social","Diversity & EEO","C",1,0.00,16.63,0.00,0.00,0.27,1.32,57.74
"CGJCX - Calvert U.S. Large Cap Growth Responsible Index Fund C","Equity Large Cap","Social","Human Rights","C",1,0.00,16.63,0.00,0.00,0.27,1.32,57.74
"CGJCX - Calvert U.S. Large Cap Growth Responsible Index Fund C","Equity Large Cap","Social","Labor Relations","C",1,0.00,16.63,0.00,0.00,0.27,1.32,57.74
"CGJCX - Calvert U.S. Large Cap Growth Responsible Index Fund C","Equity Large Cap","Social","Sudan","--",1,0.00,16.63,0.00,0.00,0.27,1.32,57.74
"CGJIX - Calvert U.S. Large Cap Growth Responsible Index Fund I","Equity Large Cap","Environmental","Climate/Clean Technology","C",1,0.00,17.86,0.00,0.00,0.27,0.22,57.74
"CGJIX - Calvert U.S. Large Cap Growth Responsible Index Fund I","Equity Large Cap","Environmental","Environment","C",1,0.00,17.86,0.00,0.00,0.27,0.22,57.74
"CGJIX - Calvert U.S. Large Cap Growth Responsible Index Fund I","Equity Large Cap","Environmental","Pollution/Toxics","C",1,0.00,17.86,0.00,0.00,0.27,0.22,57.74
"CGJIX - Calvert U.S. Large Cap Growth Responsible Index Fund I","Equity Large Cap","Governance","Board Issues","C",1,0.00,17.86,0.00,0.00,0.27,0.22,57.74
"CGJIX - Calvert U.S. Large Cap Growth Responsible Index Fund I","Equity Large Cap","Governance","Executive Pay","C",1,0.00,17.86,0.00,0.00,0.27,0.22,57.74
"CGJIX - Calvert U.S. Large Cap Growth Responsible Index Fund I","Equity Large Cap","Products","Alcohol","R",1,0.00,17.86,0.00,0.00,0.27,0.22,57.74
"CGJIX - Calvert U.S. Large Cap Growth Responsible Index Fund I","Equity Large Cap","Products","Animal Welfare","R",1,0.00,17.86,0.00,0.00,0.27,0.22,57.74
"CGJIX - Calvert U.S. Large Cap Growth Responsible Index Fund I","Equity Large Cap","Products","Defense/Weapons","R",1,0.00,17.86,0.00,0.00,0.27,0.22,57.74
"CGJIX - Calvert U.S. Large Cap Growth Responsible Index Fund I","Equity Large Cap","Products","Gambling","R",1,0.00,17.86,0.00,0.00,0.27,0.22,57.74
"CGJIX - Calvert U.S. Large Cap Growth Responsible Index Fund I","Equity Large Cap","Products","Tobacco","R",1,0.00,17.86,0.00,0.00,0.27,0.22,57.74
"CGJIX - Calvert U.S. Large Cap Growth Responsible Index Fund I","Equity Large Cap","Social","Community Development","C",1,0.00,17.86,0.00,0.00,0.27,0.22,57.74
"CGJIX - Calvert U.S. Large Cap Growth Responsible Index Fund I","Equity Large Cap","Social","Diversity & EEO","C",1,0.00,17.86,0.00,0.00,0.27,0.22,57.74
"CGJIX - Calvert U.S. Large Cap Growth Responsible Index Fund I","Equity Large Cap","Social","Human Rights","C",1,0.00,17.86,0.00,0.00,0.27,0.22,57.74
"CGJIX - Calvert U.S. Large Cap Growth Responsible Index Fund I","Equity Large Cap","Social","Labor Relations","C",1,0.00,17.86,0.00,0.00,0.27,0.22,57.74
"CGJIX - Calvert U.S. Large Cap Growth Responsible Index Fund I","Equity Large Cap","Social","Sudan","--",1,0.00,17.86,0.00,0.00,0.27,0.22,57.74
"CGJYX - Calvert U.S. Large Cap Growth Responsible Index Fund Y","Equity Large Cap","Environmental","Climate/Clean Technology","C",1,0.00,17.72,0.00,0.00,0.27,0.32,57.74
"CGJYX - Calvert U.S. Large Cap Growth Responsible Index Fund Y","Equity Large Cap","Environmental","Environment","C",1,0.00,17.72,0.00,0.00,0.27,0.32,57.74
"CGJYX - Calvert U.S. Large Cap Growth Responsible Index Fund Y","Equity Large Cap","Environmental","Pollution/Toxics","C",1,0.00,17.72,0.00,0.00,0.27,0.32,57.74
"CGJYX - Calvert U.S. Large Cap Growth Responsible Index Fund Y","Equity Large Cap","Governance","Board Issues","C",1,0.00,17.72,0.00,0.00,0.27,0.32,57.74
"CGJYX - Calvert U.S. Large Cap Growth Responsible Index Fund Y","Equity Large Cap","Governance","Executive Pay","C",1,0.00,17.72,0.00,0.00,0.27,0.32,57.74
"CGJYX - Calvert U.S. Large Cap Growth Responsible Index Fund Y","Equity Large Cap","Products","Alcohol","R",1,0.00,17.72,0.00,0.00,0.27,0.32,57.74
"CGJYX - Calvert U.S. Large Cap Growth Responsible Index Fund Y","Equity Large Cap","Products","Animal Welfare","R",1,0.00,17.72,0.00,0.00,0.27,0.32,57.74
"CGJYX - Calvert U.S. Large Cap Growth Responsible Index Fund Y","Equity Large Cap","Products","Defense/Weapons","R",1,0.00,17.72,0.00,0.00,0.27,0.32,57.74
"CGJYX - Calvert U.S. Large Cap Growth Responsible Index Fund Y","Equity Large Cap","Products","Gambling","R",1,0.00,17.72,0.00,0.00,0.27,0.32,57.74
"CGJYX - Calvert U.S. Large Cap Growth Responsible Index Fund Y","Equity Large Cap","Products","Tobacco","R",1,0.00,17.72,0.00,0.00,0.27,0.32,57.74
"CGJYX - Calvert U.S. Large Cap Growth Responsible Index Fund Y","Equity Large Cap","Social","Community Development","C",1,0.00,17.72,0.00,0.00,0.27,0.32,57.74
"CGJYX - Calvert U.S. Large Cap Growth Responsible Index Fund Y","Equity Large Cap","Social","Diversity & EEO","C",1,0.00,17.72,0.00,0.00,0.27,0.32,57.74
"CGJYX - Calvert U.S. Large Cap Growth Responsible Index Fund Y","Equity Large Cap","Social","Human Rights","C",1,0.00,17.72,0.00,0.00,0.27,0.32,57.74
"CGJYX - Calvert U.S. Large Cap Growth Responsible Index Fund Y","Equity Large Cap","Social","Labor Relations","C",1,0.00,17.72,0.00,0.00,0.27,0.32,57.74
"CGJYX - Calvert U.S. Large Cap Growth Responsible Index Fund Y","Equity Large Cap","Social","Sudan","--",1,0.00,17.72,0.00,0.00,0.27,0.32,57.74
"CGYFX - Calvert Green Bond Fund Y","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","C",1,2.81,1.57,0.00,0.00,0.42,0.63,94.93
"CGYFX - Calvert Green Bond Fund Y","Bond (Fixed Inc)","Environmental","Environment","C",1,2.81,1.57,0.00,0.00,0.42,0.63,94.93
"CGYFX - Calvert Green Bond Fund Y","Bond (Fixed Inc)","Environmental","Pollution/Toxics","C",1,2.81,1.57,0.00,0.00,0.42,0.63,94.93
"CGYFX - Calvert Green Bond Fund Y","Bond (Fixed Inc)","Governance","Board Issues","C",1,2.81,1.57,0.00,0.00,0.42,0.63,94.93
"CGYFX - Calvert Green Bond Fund Y","Bond (Fixed Inc)","Governance","Executive Pay","C",1,2.81,1.57,0.00,0.00,0.42,0.63,94.93
"CGYFX - Calvert Green Bond Fund Y","Bond (Fixed Inc)","Products","Alcohol","R",1,2.81,1.57,0.00,0.00,0.42,0.63,94.93
"CGYFX - Calvert Green Bond Fund Y","Bond (Fixed Inc)","Products","Animal Welfare","R",1,2.81,1.57,0.00,0.00,0.42,0.63,94.93
"CGYFX - Calvert Green Bond Fund Y","Bond (Fixed Inc)","Products","Defense/Weapons","R",1,2.81,1.57,0.00,0.00,0.42,0.63,94.93
"CGYFX - Calvert Green Bond Fund Y","Bond (Fixed Inc)","Products","Gambling","R",1,2.81,1.57,0.00,0.00,0.42,0.63,94.93
"CGYFX - Calvert Green Bond Fund Y","Bond (Fixed Inc)","Products","Tobacco","R",1,2.81,1.57,0.00,0.00,0.42,0.63,94.93
"CGYFX - Calvert Green Bond Fund Y","Bond (Fixed Inc)","Social","Community Development","C",1,2.81,1.57,0.00,0.00,0.42,0.63,94.93
"CGYFX - Calvert Green Bond Fund Y","Bond (Fixed Inc)","Social","Diversity & EEO","C",1,2.81,1.57,0.00,0.00,0.42,0.63,94.93
"CGYFX - Calvert Green Bond Fund Y","Bond (Fixed Inc)","Social","Human Rights","C",1,2.81,1.57,0.00,0.00,0.42,0.63,94.93
"CGYFX - Calvert Green Bond Fund Y","Bond (Fixed Inc)","Social","Labor Relations","C",1,2.81,1.57,0.00,0.00,0.42,0.63,94.93
"CGYFX - Calvert Green Bond Fund Y","Bond (Fixed Inc)","Social","Sudan","--",1,2.81,1.57,0.00,0.00,0.42,0.63,94.93
"CHBCX - Calvert High Yield Bond Fund C","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","C",1,1.73,5.20,4.02,0.00,0.60,2.07,184.48
"CHBCX - Calvert High Yield Bond Fund C","Bond (Fixed Inc)","Environmental","Environment","C",1,1.73,5.20,4.02,0.00,0.60,2.07,184.48
"CHBCX - Calvert High Yield Bond Fund C","Bond (Fixed Inc)","Environmental","Pollution/Toxics","C",1,1.73,5.20,4.02,0.00,0.60,2.07,184.48
"CHBCX - Calvert High Yield Bond Fund C","Bond (Fixed Inc)","Governance","Board Issues","C",1,1.73,5.20,4.02,0.00,0.60,2.07,184.48
"CHBCX - Calvert High Yield Bond Fund C","Bond (Fixed Inc)","Governance","Executive Pay","C",1,1.73,5.20,4.02,0.00,0.60,2.07,184.48
"CHBCX - Calvert High Yield Bond Fund C","Bond (Fixed Inc)","Products","Alcohol","R",1,1.73,5.20,4.02,0.00,0.60,2.07,184.48
"CHBCX - Calvert High Yield Bond Fund C","Bond (Fixed Inc)","Products","Animal Welfare","R",1,1.73,5.20,4.02,0.00,0.60,2.07,184.48
"CHBCX - Calvert High Yield Bond Fund C","Bond (Fixed Inc)","Products","Defense/Weapons","R",1,1.73,5.20,4.02,0.00,0.60,2.07,184.48
"CHBCX - Calvert High Yield Bond Fund C","Bond (Fixed Inc)","Products","Gambling","R",1,1.73,5.20,4.02,0.00,0.60,2.07,184.48
"CHBCX - Calvert High Yield Bond Fund C","Bond (Fixed Inc)","Products","Tobacco","R",1,1.73,5.20,4.02,0.00,0.60,2.07,184.48
"CHBCX - Calvert High Yield Bond Fund C","Bond (Fixed Inc)","Social","Community Development","C",1,1.73,5.20,4.02,0.00,0.60,2.07,184.48
"CHBCX - Calvert High Yield Bond Fund C","Bond (Fixed Inc)","Social","Diversity & EEO","C",1,1.73,5.20,4.02,0.00,0.60,2.07,184.48
"CHBCX - Calvert High Yield Bond Fund C","Bond (Fixed Inc)","Social","Human Rights","--",1,1.73,5.20,4.02,0.00,0.60,2.07,184.48
"CHBCX - Calvert High Yield Bond Fund C","Bond (Fixed Inc)","Social","Labor Relations","C",1,1.73,5.20,4.02,0.00,0.60,2.07,184.48
"CHBCX - Calvert High Yield Bond Fund C","Bond (Fixed Inc)","Social","Sudan","--",1,1.73,5.20,4.02,0.00,0.60,2.07,184.48
"CICRX - Calvert Income Fund R","Bond (Fixed Inc)","Environmental","Climate/Clean Technology","C",1,2.58,1.93,2.87,3.35,0.52,1.47,521.79
